title	description	coder 1	movie 1	topic 1	coder 2	movie 2	topic 2	final movie	final topic
MCU Drafters Take a Marv-‘L’	An update in the Movies Fantasy League standings include box office implications from ‘The Marvels’ and ‘The Holdovers,’ plus, a deep dive into a very special mini-league: AllOfUsGarys!	Nolin	Marvels	Box	Michael	Marvels	Box	Marvels	Box
Adriana Lima claps back at ‘concern’ over her looks on ‘Hunger Games’ red carpet	"The former Victoria's Secret model was hit with ""cruel"" comments about her face after she walked the red carpet for the premiere of “The Hunger Games: The Ballad of Songbirds & Snakes"" Tuesday."	Nolin	HG	NR	Michael	HG	Promo	HG	NR
Napoleon Ending Explained: The French Mistake	Let&amp;#39;s put on our bicorne spoiler hats and look at the ending of Ridley Scott&amp;#39;s historical epic Napoleon, starring Joaquin Phoenix and Vanessa Kirby.	Nolin	Napoleon	Plot	Michael	Napoleon	Plot	Napoleon	Plot
Napoleon Box Office Stumbles, Falls Right Off The Chart In Week 2	Ridley Scott's new historical epic Napoleon, starring Joaquin Phoenix, takes a dive at the domestic box office during its second weekend.	Nolin	Napoleon	Box	Michael	Napoleon	Box	Napoleon	Box
Ridley Scott's 'Napoleon' Looking to Open With $70 Million USD	Ridley Scott’s Napoleon is eyeing at least $70 million USD for its global opening.According to reports, the Joaquin Phoenix-led title has earned around $21 million USD as of November 23 and could debut with somewhere between $70 million USD and $73 million US…	Nolin	Napoleon	Box	Michael	Napoleon	Box	Napoleon	Box
“Godzilla Minus One” Review: One of the best of its kind, plus more (10 GIFs and Photos)	See the full gallery on thechive.com	Nolin	Godzilla	Plot	Michael	Godzilla	Plot	Godzilla	Plot
‘Five Nights At Freddy’s’ Has Now Outgrossed ‘The Flash’ Globally	Five Nights at Freddy’s has now outgrossed The Flash’s worldwide box office, hitting $271 million to The Flash’s $270 million.	Nolin	FNAF	Box	Michael	FNAF	Box	FNAF	Box
Killers of the Flower Moon Turns Out to Be the Simplest, Slipperiest of Things	The adaptation of David Grann’s nonfiction book of the same name is not Martin Scorsese’s western, and it’s not another gangster epic. The movie, starring Leonardo DiCaprio and Lily Gladstone, is Scorsese’s marriage story.	Nolin	KOTFM	Plot	Michael	KOTFM	Plot	KOTFM	Plot
Killers of the Flower Moon Turns Out to Be the Simplest, Slipperiest of Things	The adaptation of David Grann’s nonfiction book of the same name is not Martin Scorsese’s western, and it’s not another gangster epic. The movie, starring Leonardo DiCaprio and Lily Gladstone, is Scorsese’s marriage story.	Nolin	KOTFM	Plot	Michael	KOTFM	Plot	KOTFM	Plot
The Marvels Box Office Plummets, Breaking Another Unfortunate MCU Record	The new MCU sequel The Marvels struggles to maintain a foothold at the domestic box office, breaking another negative franchise record.	Nolin	Marvels	Box	Michael	Marvels	Box	Marvels	Box
Beyonce, Godzilla Conquer The Box-Office	Beyonce’s concert film “Renaissance: A Film by Beyonce” is set to top the box-office with the biggest early December opening since the Tom Cruise-led “The Last Samurai” made $24.3 million back in 2003. The film is reportedly on track to earn $21-24 million in…	Nolin	Renaissance	Box	Michael	Renaissance	Box	Renaissance	Box
White Empathy Gets You Only So Far in Killers of the Flower Moon	Lily Gladstone gives a staggering performance as Mollie in ‘Killers of the Flower Moon,’ but Martin Scorsese’s script is too stuck at the pitch of awe to interrogate her humanity. White empathy gets you only so far.	Nolin	KOTFM	Plot	Michael	KOTFM	Plot	KOTFM	Plot
Disney's Latest Movie, 'Wish,' Flops Over Thanksgiving Weekend	Another miss from Disney at the box office -- the studio's latest original animated movie bombed with moviegoers over the holiday break ... marking just the latest flop for 'em. Of course, we're talking about 'Wish' ... with Ariana DeBose as the…	Nolin	Wish	Box	Michael	Wish	Box	Wish	Box
Godzilla Minus One Interview: Director Takashi Yamazaki & Star Ryunosuke Kamiki On Their Ambitious Monster Reboot	Godzilla Minus One writer/director Takashi Yamazaki &amp; star Ryunosuke Kamiki talk their ambitious monster reboot and the franchise's legacy.	Nolin	Godzilla	Promo	Michael	Godzilla	Promo	Godzilla	Promo
Godzilla Minus One brushwork	今年の漢字リーク #ゴジラマイナスワン #GodzillaMinusOne pic.twitter.com/M8hjmrHcgk — そうぎゃ (@sawgya) December 2, 2023	Nolin	Godzilla	Prod	Michael	Godzilla	Prod	Godzilla	Prod
Critic Ranks All 34 Live-Action ‘Godzilla’ Movies From Worst To Best	WIth 69 years of giant monster moviemaking, Godzilla is the longest-running continuous movie franchise of all time — some good, some great, and some almost unwatchable.	Nolin	Godzilla, Renaissance	Box	Michael	Godzilla	Plot	Godzilla, Renaissance	Plot
The Marvels: Superhero movie bombs with lowest MCU box office debut	This opening is an unprecedented Marvel box office collapse, says box office analyst David A Gross.	Nolin	Marvels	Box	Michael	Marvels	Box	Marvels	Box
Robert De Niro Claims Anti-Trump Speech Was Censored At Award Show	De Niro said a speech was edited without his knowledge to cut criticism of former President Donald Trump.	Nolin	NM		Michael	KOTFM	NR	NM	
Viola Davis in Oscar de la Renta at the THE HUNGER GAMES: THE BALLAD OF SONGBIRDS AND SNAKES Los Angeles Premiere	The strike is over, Viola Davis is back on the red carpet in sequins, and all seems right with the world. The star of The Hunger Games: The Ballad of Songbirds & Snakes hit the LA premiere in a look that embodied no-fuss glamour:   It’s bold, it’s sparkly, an…	Nolin	HG	Promo	Michael	HG	Promo	HG	Promo
Oscars Set Top 20 VFX Contenders	Twenty contenders for the visual effects Oscar have been revealed with the titles on their way to the next round of voting. That round will run from late next week with the twenty list shortened to ten which will be revealed on December 21st. The final five n…	Nolin	NM		Michael	NM		NM	
Style File: Hunter Schafer Promotes THE HUNGER GAMES: THE BALLAD OF SONGBIRDS AND SNAKES in New York	We gave her co-star Rachel Zegler a Style File post yesterday, so it’s only fair that The Hunger Games: The Ballad of Songbirds & Snakes star Hunter Schafer gets a little style shoutout from us, especially since she has not been failing to serve up interestin…	Juan	HG	Promo	Nolin	HG	Promo	HG	Promo
We're Living In A Golden Age Of Godzilla And Every Fan Should Celebrate	Whatever flavor of Godzilla you prefer, there is something for all the King of the Monster&amp;#39;s fans to appreciate right now.	Juan	Godzilla	Plot	Nolin	Godzilla	Promo	Godzilla	Promo
'The Marvels' Suffers 'Unprecedented Box Office Collapse'	The superhero movie may have encountered a new villain at the box office: genre fatigue.	Juan	Marvels	Box	Nolin	Marvels	Box	Marvels	Box
Review: In 'Godzilla Minus One,' a sizzling nuclear horror reemerges from the deep in earnest	Japan's Toho Studios, originators of the original 'Godzilla,' produce a satisfying update, modernized by new FX technologies but set in the post-WWII period.	Juan	Godzilla	Plot	Nolin	Godzilla	Plot	Godzilla	Plot
Hunter Schafer Embraced the Exposed Bra Trend With a Hunger Games Reference — See Photos	Hunter Schafer continues to stand out on the The Hunger Games: The Ballad of Songbirds & Snakes press tour. Her latest look pays homage to the original series.	Juan	HG	Promo	Nolin	HG	Promo	HG	Promo
The Marvels Star Iman Vellani Made An Adorable 'Mortal Enemy' On Set [Exclusive]	Iman Vellani plays the superhero Ms. Marvel in The Marvels, but her real arch-nemesis is one of her adorable co-stars.	Juan	Marvels	Promo	Nolin	Marvels	Prod	Marvels	Prod
The Marvels Box Office Was Even Worse Than Expected – What The Heck Happened?	The Marvels, the latest film in the ongoing Marvel Cinematic Universe, significantly stumbled in its opening weekend, marking the worst MCU opening ever.	Juan	Marvels	Box	Nolin	Marvels	Box	Marvels	Box
The Marvels Heads For $47-52 Million Opening Weekend, A Historic Low For The MCU	The Marvels is projected to set an unenviable record for the Marvel Cinematic Universe, with the lowest opening weekend in the franchise&amp;#39;s history.	Juan	Marvels	Box	Nolin	Marvels	Box	Marvels	Box
The Marvels To Finish Box Office Run As Lowest-Grossing MCU Movie Ever	Disney will cease reporting box office numbers for The Marvels after just four weekends, as the MCU movie limps towards the finish line.	Juan	Marvels	Box	Nolin	Marvels	Box	Marvels	Box
‘The Hunger Games: The Ballad Of Songbirds & Snakes’ Devours $99M Global Opening; ‘Trolls Band Together’ Tops $100M WW	Tom Blyth and Rachel Zegler in 'The Hunger Games: The Ballad of Songbirds & Snakes' Refresh for latest…: Lionsgate’s The Hunger Games: The Ballad of Songbirds & Snakes very (very) narrowly missed the $100M mark globally in its opening weekend, but it’s as nea…	Juan	HG, Trolls	Box	Nolin	HG, Trolls	Box	HG, Trolls	Box
The Marvels Musical Planet Scene Was Originally Longer, And Iman Vellani Loved It [Exclusive]	Iman Vellani loved filming the musical sequence on Aladna in The Marvels but was disappointed to see how much of it was left out of the theatrical cut.	Juan	Marvels	Plot	Nolin	Marvels	Plot	Marvels	Plot
Why Director Ridley Scott Didn't Rely On Books To Research Napoleon's Story	Ridley Scott&amp;#39;s research for his latest movie, Napoleon, didn&amp;#39;t have him turning many pages.	Juan	Napoleon	Prod	Nolin	Napoleon	Prod	Napoleon	Prod
The Marvels Composer On Going Through 'Marvel College' And Creating Music With 'Space Junk' [Exclusive Interview]	/Film sat down with Laura Karpman, the composer of The Marvels, to talk about finding the sound of the score, getting music out of &amp;#39;space junk,&amp;#39; and more.	Juan	Marvels	Prod	Nolin	Marvels	Promo	Marvels	Prod
Kenny Omega on MJF's Title Run, Will Ospreay, the Evolution of AEW and More	If you asked a wrestling fan who they think of when you mention All Elite Wrestling, one of the most common responses is going to be Kenny Omega. The former…	Juan	NR		Nolin	NR		NR	
New Regency’s ‘The Bikeriders’ Looking For A New Home	New Regency’s Jeff Nichols directed crime drama The Bikeriders is getting shopped to rival studios and streamers after the movie stepped off its Dec. 1 theatrical release date, Deadline has confirmed. New Regency has a deal at 20th Century Studios/Disney, whi…	Juan	NM		Nolin	NM		NM	
Napoleon Director Ridley Scott Explains That Strange Egypt Scene	In a new interview, director Ridley Scott talks about the Egypt scene from his historical epic Napoleon starring Joaquin Phoenix.	Juan	Napoleon	Plot	Nolin	Napoleon	Promo	Napoleon	Plot
Godzilla Minus One Director Hopes His Blockbuster Will Be A Star Wars Launchpad	Godzilla Minus One director Takashi Yamazaki hopes his blockbuster will be a Star Wars launchpad, expressing interest in a future installment.	Juan	Godzilla	Promo	Nolin	Godzilla	Promo	Godzilla	Promo
‘Killers Of The Flower Moon’ wins best picture at NY Film Critics Circle awards	#KillersOfTheFlowerMoon was named best film of 2023 by the New York Film Critics Circle https://t.co/heEBVt9y9c pic.twitter.com/OJUnVPn9Kz — The Hollywood Reporter (@THR) November 30, 2023  The awards season continues with the first of MANY critics picks of…	Juan	KOTFM	Awards	Nolin	KOTFM	Awards	KOTFM	Awards
Leonardo DiCaprio was reportedly paid $40M for ‘KILLERS OF THE FLOWER MOON.’	Leonardo DiCaprio was reportedly paid $40M for ‘KILLERS OF THE FLOWER MOON.’(https://t.co/4qCXV4fOz3) pic.twitter.com/xOYiV1vxrO — Film Updates (@FilmUpdates) November 10, 2023 According to a report from Puck News, the 48-year-old A-lister took home $40 mill…	Juan	KOTFM	NR	Nolin	KOTFM	Box	KOTFM	NR
“Killers of the Flower Moon” takes best picture from National Board of Review, full list	“Killers of the Flower Moon” has been named best picture by the National Board of Review. https://t.co/lGnYRT2nqN pic.twitter.com/SjqDQLr2Gh — Variety (@Variety) December 6, 2023  The National Board of Review listed their best of films etc of 2023. List bel…	Juan	KOTFM	Awards	Nolin	KOTFM	Awards	KOTFM	Awards
The Marvels Suggests A Strange Plan For The MCU's X-Men – But What Happens Next?	The Marvels mid-credits scene includes quite the surprise for longtime fans of the X-Men movies, but what does this mean for their place in the MCU&amp;#39;s future?	Juan	Marvels	Plot	Nolin	Marvels	Promo	Marvels	Plot
The Marvels Is At Its Best When It's A Sequel To Ms. Marvel	The Marvels gives us three main characters to follow, but it&amp;#39;s Ms. Marvel, aka Kamala Khan, and her whole family who shine the brightest in the sequel	Juan	Marvels	Plot	Nolin	Marvels	Plot	Marvels	Plot
The Marvels Box Office Points To A Major Problem In Hollywood, Not Just Marvel	Unfortunately for Disney (and Hollywood in general), larger budgets have become the norm of late. The Marvels is the latest example of why that&amp;#39;s a big problem.	Juan	Marvels	Box	Nolin	Marvels	Box	Marvels	Box
Here's Why Taylor Swift Didn't Attend Beyonce's Movie Premiere After Bey’s Surprise 'Eras Tour' Premiere Appearance	Taylor Swift is missing the premiere of Beyonce‘s new movie Renaissance: A Film By Beyonce on Saturday night (November 25), but she has a very good reason. If you forgot, the “Break Me Soul” superstar was a surprise celebrity guest on the red carpet when Tayl…	Juan	Renaissance	Promo	Nolin	Renaissance	Promo	Renaissance	Promo
Taylor Swift Shines in Silver as She Supports Beyonce at 'Renaissance' Film Premiere in London!	Taylor Swift is showing her support for Beyonce! The 33-year-old “Cruel Summer” singer posed for photos on the black carpet as she arrived at the Renaissance: A Film By Beyonce premiere on Thursday (November 30) in London, England. PHOTOS: Check out the lates…	Juan	Renaissance	Promo	Nolin	Renaissance	Promo	Renaissance	Promo
Beyonce Shines Brighter Than the Crown Jewels in Stunning Look While Celebrating London Premiere	Beyonce made a fabulous statement while celebrating the premiere of her new movie Renaissance: A Film By Beyonce in London, England. The “Break My Soul” icon attended the premiere with her daughter Blue Ivy on Thursday (November 30). After it wrapped up, she …	Juan	Renaissance	Promo	Nolin	Renaissance	Promo	Renaissance	Promo
Beyonce Reflects on 'Renaissance' Movie & Its Impact, Explains Why It Was '1 of the Hardest' Projects	Beyonce is opening up about the smash success of her new tour movie and documentary Renaissance: A Film By Beyonce. The global icon’s movie premiered last week to rave reviews and raced to the top of the box office with solid ticket sales. On Wednesday (Decem…	Juan	Renaissance	Box	Nolin	Renaissance	Box	Renaissance	Box
Martin Scorsese’s Killers of the Moon hits digital on December 5	Killers of the Moon hits digital premium on demand (PVOD) platforms on December 5th. The critically-acclaimed original film opened in theatres on October 20th. An Apple TV+ premiere date has not yet been confirmed. Killers of the Flower Moon is a 2023 America…	Juan	KOTFM	Streaming	Nolin	KOTFM	Streaming	KOTFM	Streaming
"Lily Gladstone on the lack of FBI scenes in ""Killers of the Flower Moon"""	Lily Gladstone on why it’s best that #KillersOfTheFlowerMoon didn’t focus on a criminal investigation: “How unfortunate it would've been for audiences to walk away under the impression that the FBI are the saviors of Native women.” https://t.co/GEfGKNGZO6 pic…	Juan	KOTFM	Promo	Nolin	KOTFM	Promo	KOTFM	Promo
Take the Plastic Off the AMC Signature Recliners	Don’t be funny with her money, honey. ‘Renaissance: A Film by Beyoncé’ took the number one spot at the box office, earning a domestic total of $21 million in its debut weekend.	Juan	Renaissance	Box	Nolin	Renaissance	Box	Renaissance	Box
'The Marvels' Melts Down at Box Office, Marking New Low for MCU	"Since 2008's ""Iron Man,"" the Marvel machine has been one of the most unstoppable forces in box-office history. Now, though, that aura of invincibility is showing signs of wear and tear. The superhero factory hit a new low with the weekend launch of ""The Marve…"	Juan	Marvels	Box	Nolin	Marvels	Box	Marvels	Box
'A great reckoning of our history': Leonardo DiCaprio talks Martin Scorsese's new film, Killers of The Flower Moon	Hollywood royalty Martin Scorsese, Leonardo DiCaprio and Robert De Niro team up with Lily Gladstone to bring to the big screen the true events that rocked the Osage Nation in 1920s Oklahoma.	Juan	KOTFM	Promo	Nolin	KOTFM	Promo	KOTFM	Promo
Napoleon's Last Stand And The Battle Of Waterloo, Explained	The Battle of Waterloo is one of the most important conflicts in history, but the movie Napoleon barely explains what the heck is going on.	Juan	Napoleon	Plot	Nolin	Napoleon	Plot	Napoleon	Plot
2023's Box Office Makes Josh Hutcherson The Big Winner Of The Hunger Games Franchise	Josh Hutcherson won big at the Box Office in 2023, beating fellow Hunger Games co-star JLaw and the new prequel, The Ballad of Songbirds &amp; Snakes.	Juan	HG	Box	Nolin	HG	Box	HG	Box
‘Barbie’ Tribute At Gotham Awards: Watch Greta Gerwig & Margot Robbie’s Witty Speech	Barbie writer-director Greta Gerwig and star-producer Margot Robbie showcased their comedy chops in a one-two bit tonight, thanking the Gotham Awards for a Global Icon & Creator tribute. Watch their speech above. “We love a restaurant in a bank!” said Gerwig …	Juan	NM		Nolin	NM		NM	
Leonardo DiCaprio Raps for Guests at Star-Studded 49th Birthday Party	Leonardo DiCaprio's birthday is worthy of a Gatsby-level celebration.  And to ring in his special day, the Oscar winner invited a bevy of A-list stars—including Kim Kardashian, Chris Rock, Snoop...	Juan	NR		Nolin	NM		NR	
Kamala Khan Is Marvel’s Not-So-Secret Weapon	"Iman Vellani's wide-eyed teen hero is the saving grace of ""The Marvels"" — and the solid foundation for a new Marvel era."	Juan	Marvels	Plot	Nolin	Marvels	Plot	Marvels	Plot
What's The 'O Cholera Czy To Freddy Fazbear' Meme? The Polish 'FNaF' Meme Of A Guy Singing 'Har Har Har' Explained	"A Polish man's viral video sparked a classic ""Five Nights at Freddy's"" meme."	Juan	NR		Nolin	FNAF	Promo	NR	
Three Awards Bodies Walk Into a Movies Fantasy League	New York Film Critics Circle, National Board of Review, and Film Independent Spirit Awards have weighed in on the best movies of the year. Here’s how it shakes up the MFL leaderboard.	Juan	NM		Nolin	NM		NM	
2024 Oscars shaping up as a 'Barbenheimer' sequel	"Barbie and ""Oppenheimer"" ruled the summer. Now it looks like they'll take over the Oscars. We comb through the categories to see how many nominations they'll likely earn."	Juan	NM		Nolin	NM		NM	
The Book You Should Read If You Love – Or Hate – Ridley Scott's Napoleon	Ridley Scott&amp;#39;s Napoleon isn&amp;#39;t historically accurate, which wouldn&amp;#39;t be a problem if if was as interesting as actual history.	Juan	Napoleon	Plot	Nolin	Napoleon	Plot	Napoleon	Plot
									
